id,name,birthYear
s000000893,Coleen Camp,
s000000894,Hamilton Camp,
s000000895,Rosemary Camp,1913
s000000896,Frank Campanella,
s000000897,Joseph Campanella,1927
s000000898,Beatrice Campbell,1923
s000000899,Bill Campbell,
s000000900,Cheryl Campbell,
s000000901,Colin Campbell,1883
s000000902,Colin Campbell,1937
s000000903,Daisy Campbell,
s000000904,Eric Campbell,1878
s000000905,Glen Campbell,1935
s000000906,William Campbell,1926
s000000907,Gianna Maria Canale,1927
s000000908,John Candy,1951
s000000909,James Canning,
s000000910,Dyan Cannon,1938
s000000911,Freedy Cannon,
s000000912,J.D. Cannon,1922
s000000913,Kathy Cannon,
s000000914,Judy Canova,1916
s000000915,Cantilene,
s000000916,Cantinflas,1911
s000000917,Eddie Cantor,1892
s000000918,Truman Capote,1925
s000000919,Ahna Capri,
s000000920,Kate Capshaw,
s000000921,Capucine,1933
s000000922,Irene Cara,
s000000923,Richard Cardella,
s000000924,Pat Cardi,
s000000925,Claudia Cardinale,1939
s000000926,Arthur Carewe,
s000000927,Harry Carey,1878
s000000928,Harry Carey~jr.,
s000000929,Joyce Carey,1898
s000000930,Leonard Carey,1893
s000000931,MacDonald Carey,1913
s000000932,Phil Carey,1925
s000000933,Ron Carey,
s000000934,Timothy Carey,1925
s000000935,Patrick Cargill,1918
s000000936,Tim Carhart,
s000000937,Leo Carillo,
s000000938,George Carlin,
s000000939,Anne Carlisle,
s000000940,Kitty Carlisle,1915
s000000941,Johanna Carlo,
s000000942,Charles Carlson,
s000000943,Karen Carlson,
s000000944,Moose Carlson,
s000000945,Richard Carlson,
s000000946,Ingmari Carlssen,
s000000947,Pamela Carme,
s000000948,Julie Carmen,
s000000949,Hoagy Carmichael,1899
s000000950,Ian Carmichael,1920
s000000951,Tullio Carminati,1894
s000000952,Judy Carne,1939
s000000953,Art Carney,1918
s000000954,George Carney,1887
s000000955,Angela Carnon,
s000000956,Morris Carnovsky,1897
s000000957,Martine Carol,1922
s000000958,Sue Carol,1907
s000000959,Leslie Caron,1931
s000000960,Horace Carpenter,
s000000961,Linda Carpenter,
s000000962,Carpin,
s000000963,Carol Carr,
s000000964,Charmian Carr,1944
s000000965,Darleen Carr,
s000000966,Mary Carr,1874
s000000967,Paul Carr,
s000000968,Bruce Carradine,
s000000969,David Carradine,1940
s000000970,John Carradine,1906
s000000971,Keith Carradine,1945
s000000972,Robert Carradine,1954
s000000973,Barbara Carrera,1945
s000000974,Jim Carrey,
s000000975,Matthew Carriere,
s000000976,Pat Carrol,
s000000977,Regina Carrol,
s000000978,John Carroll,1906
s000000979,Leo G. Carroll,1892
s000000980,Madeleine Carroll,1906
s000000981,Nancy Carroll,1905
s000000982,Regina Carroll,
s000000983,Charles Carson,1898
s000000984,Jack Carson,1910
s000000985,John Carson,1927
s000000986,Kit Carson,
s000000987,Ann Carter,1936
s000000988,Ben Carter,1911
s000000989,Helena Carter,1923
s000000990,Helena Bonham Carter,1966
s000000991,Jack Carter,1922
s000000992,Jim Carter,
s000000993,Lydia Carter,
s000000994,Lynda Carter,
s000000995,T.K. Carter,
s000000996,Veronica Cartwright,1949
s000000997,Anthony Caruso,1913
s000000998,Louise Carver,1898
s000000999,Maria Casares,1922
s000001000,Bernie Casey,
s000001001,Johnny Cash,1932
s000001002,Rosalind Cash,1945
s000001003,John Cassavetes,1929
s000001004,Shakira Caine,
s000001005,JeanPierre Cassel,1932
s000001006,Seymour Cassel,1935
s000001007,Jack Cassidy,
s000001008,Joanna Cassidy,1944
s000001009,Ted Cassidy,1932
s000001010,JeanPierre Castaldi,
s000001011,Richard Castellano,1931
s000001012,William Castle,1914
s000001013,Phoebe Cates,1963
s000001014,Walter Catlett,1889
s000001015,Kim Cattrall,
s000001016,Joan Caulfield,1922
s000001017,Olimpia Cavalli,
s000001018,Paul Cavanagh,1895
s000001019,Hobart Cavanaugh,1886
s000001020,Dick Cavett,
s000001021,Joseph Cawthorn,1868
s000001022,John Cazale,1936
s000001023,Christopher Cazenove,
s000001024,Adolfo Celi,1922
s000001025,Gino Cervi,1901
s000001026,Renzo Cesana,
s000001027,June Chadwick,
s000001028,George Chakiris,1933
s000001029,William Challee,
s000001030,Richard Chamberlain,1935
s000001031,Wilt Chamberlain,
s000001032,Marilyn Chambers,
s000001033,Lolita Chammah,1983
s000001034,Marge Champion,1923
s000001035,Jackie Chan,
s000001036,Chick Chandler,1905
s000001037,George Chandler,1902
s000001038,Helen Chandler,1909
s000001039,Jeff Chandler,1918
s000001040,Joan Chandler,1923
s000001041,John Davis Chandler,1937
s000001042,Simon Chandler,
s000001043,Lon Chaney,1883
s000001044,Lon Chaney~jr.,1906
s000001045,Carol Channing,1921
s000001046,Margo Channing,
s000001047,Stockard Channing,1944
s000001048,Charlie Chaplin,1889
s000001049,Esme Chaplin,
s000001050,Geraldine Chaplin,1944
s000001051,Josephine Chaplin,
s000001052,Oona Chaplin,1926
s000001053,Sydney Chaplin,1926
s000001054,Edward Chapman,1901
s000001055,Geraldine Chapman,
s000001056,Graham Chapman,
s000001057,Lonny Chapman,
s000001058,Marguerite Chapman,1916
s000001059,Cyd Charisse,1921
s000001060,Bobby H. Charles,
s000001061,Ray Charles,1930
s000001062,Ian Charleson,
s000001063,Henri Charrieri,
s000001064,Spencer Charters,1878
s000001065,Charlie Chase,1893
s000001066,Chevy Chase,1949
s000001067,Stephen Chase,
s000001068,Martine Chassaing,
s000001069,Marvin Chatinover,
s000001070,Soumitra Chatterjee,19bb
s000001071,Ruth Chatterton,1893
s000001072,Chubby Checker,1941
s000001073,Michael Chekhov,1891
s000001074,Joan Chen,
s000001075,Cher,1946
s000001076,Patrice Chereau,
s000001077,Nicolai Cherkassov,1903
s000001078,Virginia Cherrill,1908
s000001079,Arthur Chesney,
s000001080,Helen Chester,
s000001081,Leslie Cheung,
s000001082,Anne Chevalier,1915
s000001083,Maurice Chevalier,1888
s000001084,Walter Chiari,1924
s000001085,Sonny Chiba,
s000001086,Lois Chiles,1950
s000001087,Eric Chitty,
s000001088,Rae Dawn Chong,1961
s000001089,Shelby Chong,
s000001090,Thomas Chong,
s000001091,Sarita Choudhury,
s000001092,Navin Chowdhury,
s000001093,Linda Cristian,
s000001094,Suzanne Christian,
s000001095,Audrey Christie,1912
s000001096,Julie Christie,1940
s000001097,Dave Dennis Christopher,1955
s000001098,Kay Christopher,
s000001099,William Christopher,
s000001100,International Chrysis,1951
s000001101,Berton Churchill,1876
s000001102,Sarah Churchill,
s000001103,Eduardo Cianelli,1887
s000001104,Diane Cilento,1933
s000001105,Michael Cimino,1940
s000001106,Augusta Ciolli,
s000001107,Audrey Claire,
s000001108,Ina Claire,1892
s000001109,Jimmy Clanton,
s000001110,Gordon Clapp,
s000001111,Eric Clapton,
s000001112,Mary Clare,1894
s000001113,O.B. Clarence,1870
s000001114,D. Greydon Clark,
s000001115,Candy Clark,1949
s000001116,Cliff Clark,1893
s000001117,Dane Clark,1913
s000001118,Ernest Clark,1912
s000001119,Fred Clark,1914
s000001120,Ken Clark,
s000001121,Marguerite Clark,1883
s000001122,Petula Clark,1932
s000001123,Susan Clark,1940
s000001124,Mae Clarke,1910
s000001125,Caitlin Clarke,
s000001126,Sharon D. Clarke,
s000001127,Warren Clarke,
s000001128,D.A. ClarkeSmith,1888
s000001129,Jill Clayburgh,1945
s000001130,Ethel Clayton,1884
s000001131,John Cleese,1939
s000001132,Pierre Clementi,1941
s000001133,John Clements,1910
s000001134,David Clendinning,
s000001135,David Clennon,
s000001136,Corinne Clery,
s000001137,Jimmy Cliff,
s000001138,Montgomery Clift,1920
s000001139,Colin Clive,1898
s000001140,E.E. Clive,1879
s000001141,Al Cliver,
s000001142,George Clooney,dob
s000001143,Rosemary Clooney,1928
s000001144,Glenn Close,1947
s000001145,Raymond Cloutier,
s000001146,Suzanne Cloutier,1927
s000001147,Vera Clouzot,1921
s000001148,Jennifer Cluff,
s000001149,Alec Clunes,1912
s000001150,Andy Clyde,1892
s000001151,June Clyde,
s000001152,Lee J. Cobb,1911
s000001153,Charles Coburn,1877
s000001154,James Coburn,1928
s000001155,Steve Cochran,1917
s000001156,James Coco,1928
s000001157,Ann Codee,1890
s000001158,Lew Cody,1884
s000001159,George Coe,
s000001160,Peter Coe,1929
s000001161,Tristam Coffin,
s000001162,George M. Cohan,1878
s000001163,Mindy Cohen,
s000001164,Nicholas Colasanto,
s000001165,Claudette Colbert,1905
s000001166,Mabel Colcord,
s000001167,George Cole,1925
s000001168,Nat King Cole,1919
s000001169,Rosalie Cole,
s000001170,Robert Coleby,
s000001171,Charles Coleman,1885
s000001172,Dabney Coleman,
s000001173,Gary Coleman,1968
s000001174,Nancy Coleman,1917
s000001175,David Colin~jr.,
s000001176,Jean Colin,1905
s000001177,Bonar Colleano,1924
s000001178,Kenneth Colley,
s000001179,Constance Collier,1878
s000001180,Dan Collier,
s000001181,John Collier,1931
s000001182,Lois Collier,1919
s000001183,Patience Collier,
s000001184,Richard Collier,1919
s000001185,William Collier,1866
s000001186,Patricia Collinge,1892
s000001187,Cora Sue Collins,1927
s000001188,Eddie Collins,1884
s000001189,Joan Collins,1933
s000001190,Lewis Collins,1946
s000001191,Phil Collins,
s000001192,Ray Collins,1890
s000001193,Pauline Collins,1940
s000001194,Roberta Collins,
s000001195,Russell Collins,1897
s000001196,June Collyer,1891
s000001197,Richard Colman,1891
s000001198,Ronald Colman,1891
s000001199,Scott Colomby,
s000001200,Miriam Colon,
s000001201,Willie Colon,
s000001202,Jerry Colonna,1903
s000001203,Tita Colorado,
s000001204,Norman Combes,
s000001205,Frederick Combs,
s000001206,Anjanette Comer,1942
s000001207,Dorothy Comingore,1913
s000001208,The Commodores,n.a.
s000001209,Betty Compson,1896
s000001210,Fay Compton,
s000001211,Joyce Compton,1907
s000001212,Oliver Conant,
s000001213,Jeff Conaway,1950
s000001214,Chester Conklin,1888
s000001215,Jimmy Conlin,1884
s000001216,Didi Conn,
s000001217,Betty Connell,
s000001218,Chris Connelly,
s000001219,Jenifer Connelly,
s000001220,Neil Connery,1938
s000001221,Sean Connery,1929
s000001222,Walter Connolly,1887
s000001223,Kenneth Connor,1918
s000001224,Chuck Connors,1937
s000001225,Michael Connors,1925
s000001226,Mike Connors,1925
s000001227,Touch Connors,1925
s000001228,Robert Conrad,1935
s000001229,William Conrad,1920
s000001230,Hans Conried,1917
s000001231,Frank Conroy,1890
s000001232,John Considine,
s000001233,Tim Considine,
s000001234,Michel Constantin,
s000001235,Richard Conte,1914
s000001236,Mario Conti,
s000001237,Tom Conti,1945
s000001238,Frank Converse,1938
s000001239,Bert Convy,1932
s000001240,Gary Conway,1938
s000001241,Morgan Conway,1903
s000001242,Tim Conway,1933
s000001243,Carolyn Conwell,
s000001244,Jackie Coogan,1914
s000001245,Clyde Cook,1891
s000001246,Elisha Cook~jr.,1902
s000001247,Fielder Cook,1923
s000001248,Perry Cook,
s000001249,Peter Cook,1937
s000001250,Ron Cook,
s000001251,Alice Cooper,
s000001252,Gary Cooper,1901
s000001253,Dame Gladys Cooper,1888
s000001254,Jackie Cooper,1921
s000001255,Melville Cooper,1896
s000001256,Miriam Cooper,1900
s000001257,Terrec Cooper,
s000001258,Robert Coote,1909
s000001259,Francis Ford Coppola,1939
s000001260,Sofia Coppola,
s000001261,Gretchen Corbett,1947
s000001262,Harry H. Corbett,1925
s000001263,Barry Corbin,
s000001264,Ellen Corby,1913
s000001265,Kevin Corcoran,1949
s000001266,Alex Cord,1931
s000001267,Lola Cordova,
s000001268,Raymond Cordy,1898
s000001269,Irwin Corey,
s000001270,Jeff Corey,1914
s000001271,Wendell Corey,1914
s000001272,Roger Corman,1926
s000001273,Judy Cornwell,
s000001274,Adrienne Corri,1930
s000001275,Douglas `Wrong Way' Corrigan,1907
s000001276,Lloyd Corrigan,1900
s000001277,Salvatore Corsitto,
s000001278,Bud Cort,1950
s000001279,Valentina Cortesa,1924
s000001280,Joseph Cortese,
s000001281,Ricardo Cortez,1899
s000001282,Nicholas Cortland,
s000001283,Henry Cory,
s000001284,Wendell Cory,
s000001285,Cybil Cosack,
s000001286,Ernest Cosart,
s000001287,Bill Cosby,1938
s000001288,Howard Cosell,1919
s000001289,Rich Cosentino,
s000001290,James Cossins,1933
s000001291,Caroline `Tula' Cossey,1955
s000001292,Desiree Costeau,
s000001293,Dolores Costello,1905
s000001294,Helene Costello,1904
s000001295,Lou Costello,1906
s000001296,Kevin Costner,1955
s000001297,Joseph Cotten,1905
s000001298,George Coulouris,1903
s000001299,Carolyn Courage,
s000001300,Clotilde Courau,1969
s000001301,Hazel Court,1926
s000001302,Tom Courtenay,1937
s000001303,Cicely Courtneige,
s000001304,Maggie CousineauArndt,
s000001305,Jerome Cowan,1897
s000001306,Herbert `Cowboy' Coward,
s000001307,Noel Coward,1899
s000001308,Ronny Cox,1938
s000001309,Ruth Cox,
s000001310,Wally Cox,1924
s000001311,Peter Coyote,
s000001312,Buster Crabbe,1907
s000001313,Donald Crabtree,
s000001314,James Craig,1912
s000001315,Michael Craig,1928
s000001316,Wendy Craig,1934
s000001317,Jack Crain,
s000001318,Jeanne Crain,1925
s000001319,Grant Cramer,
s000001320,Norma Crane,
s000001321,Nick Cravat,1911
s000001322,Frank Craven,1875
s000001323,Gemma Craven,1950
s000001324,Andrew Crawford,1917
s000001325,Broderick Crawford,1910
s000001326,Joan Crawford,1906
s000001327,John Crawford,
s000001328,Michael Crawford,1942
s000001329,Laird Cregar,1916
s000001330,Plett Creighton,
s000001331,Jack Creley,
s000001332,Richard Crenna,1926
s000001333,Robert Crenna,
s000001334,Laura Hope Crews,1880
s000001335,Bernard Cribbins,1928
s000001336,Michael Crichton,
s000001337,Lou Crisoula,
s000001338,Donald Crisp,1880
s000001339,Linda Cristal,1936
s000001340,Barry Crocker,
s000001341,Dick Crockett,
s000001342,Richard Cromwell,1910
s000001343,Hume Cronyn,1911
s000001344,Bing Crosby,1904
s000001345,Cathy Lee Crosby,
s000001346,Harry Crosby,
s000001347,Kim Crosby,
s000001348,Lindsay Crosby,1938
s000001349,Mary Crosby,
s000001350,Henrietta Crosman,1861
s000001351,Ben Cross,1948
s000001352,Rupert Crosse,1927
s000001353,Scatman Crothers,
s000001354,Lindsay Crouse,
s000001355,Pat Crowley,1929
s000001356,Andrew Cruickshank,1907
s000001357,Tom Cruise,1961
s000001358,Rosalie Crutchley,1921
s000001359,James Cruze,1884
s000001360,Billy Crystal,1948
s000001361,Riccardo Cucciola,1932
s000001362,Macaulay Culkin,1980
s000001363,Kieran Culkin,1982
s000001364,John Cullum,
s000001365,Robert Culp,1930
s000001366,Roland Culver,1900
s000001367,Dorothy Cumming,
s000001368,Constance Cummings,1910
s000001369,Bob Cummings,1908
s000001370,Quinn Cummings,
s000001371,Susan Cummings,
s000001372,Peggy Cummins,
s000001373,Cecil Cunningham,1888
s000001374,John Cunningham,
s000001375,Alain Cuny,1908
s000001376,Lee Curreri,
s000001377,Finlay Currie,1878
s000001378,Michael Currie,
s000001379,Sondra Currie,
s000001380,Steve Curry,
s000001381,Tim Curry,1946
s000001382,Jane Curtin,
s000001383,Valerie Curtin,
s000001384,Alan Curtis,1909
s000001385,Jamie Lee Curtis,1958
s000001386,Kelly Curtis,
s000001387,Ken Curtis,1916
s000001388,Tony Curtis,1925
s000001389,George Curzon,1896
s000001390,Cyril Cusack,1910
s000001391,Peter Cushing,1913
s000001392,Allan Cuthbertson,1920
s000001393,Zbigniew Cybulski,1927
s000001394,Maryam DAbo,
s000001395,Olivia DAbo,1970
s000001396,Willem Dafoe,
s000001397,Lil Dagover,
s000001398,Arlene Dahl,1924
s000001399,Eva Dahlbeck,1920
s000001400,Dan Daily,1914
s000001401,Elizabeth Daily,
s000001402,Irene Daily,
s000001403,Amy Dalby,1888
s000001404,Charles Dale,1881
s000001405,Jennifer Dale,
s000001406,Jim Dale,1935
s000001407,Marcel Dalio,1900
s000001408,John Dall,1918
s000001409,Beatrice Dalle,
s000001410,Timothy Dalton,1944
s000001411,Roger Daltrey,1944
s000001412,James Daly,1918
s000001413,Tyne Daly,1947
s000001414,Mark Damon,
s000001415,Vic Damone,1929
s000001416,Claude Dampier,1879
s000001417,Bill Dana,
s000001418,Leona Dana,
s000001419,Leora Dana,1923
s000001420,Mara Danaud,
s000001421,Charles Dance,
s000001422,Tom dAndrea,
s000001423,Dorothy Dandridge,1923
s000001424,Karl Dane,1886
s000001425,Beverly D'Angelo,1854
s000001426,Mirella D'Angelo,
s000001427,Rodney Dangerfield,
s000001428,Henry Daniell,1894
s000001429,Suzanne Danielle,
s000001430,Anthony Daniels,
s000001431,Bebe Daniels,1901
s000001432,Jeff Daniels,
s000001433,William Daniels,1927
s000001434,Blythe Danner,1945
s000001435,Sybil Danning,
s000001436,Royal Dano,1922
s000001437,Ted Danson,1952
s000001438,Michael Dante,1931
s000001439,Helmut Dantine,1917
s000001440,Ray Danton,1931
s000001441,Tony Danza,
s000001442,Patti D'Arbanville,
s000001443,Kim Darby,1947
s000001444,Denise Darcel,1925
s000001445,Alex D'Arcy,1908
s000001446,Ruth Dardick,
s000001447,Frank Darien,
s000001448,Bobby Darin,1936
s000001449,Linda Darnell,1921
s000001450,James Darren,1936
s000001451,Danielle Darrieux,1917
s000001452,Jane Darwell,1880
s000001453,Howard daSilva,1909
s000001454,Jules Dassin,1911
s000001455,Jean Daste,
s000001456,Claude Dauphin,1903
s000001457,Elyssa Davalos,
s000001458,Doris Davenport,
s000001459,Harry Davenport,1866
s000001460,Nigel Davenport,1928
s000001461,Thayer David,1926
s000001462,Eileen Davidson,
s000001463,John Davidson,1886
s000001464,William B. Davidson,1888
s000001465,John Howard Davies,1939
s000001466,Lolita Davidovitch,
s000001467,Marion Davies,1897
s000001468,Rupert Davies,1916
s000001469,Bette Davis,1908
s000001470,Brad Davis,1950
s000001471,Clifton Davis,
s000001472,Geena Davis,
s000001473,Gene Davis,
s000001474,Jim Davis,1915
s000001475,Joan Davis,1907
s000001476,Judy Davis,1956
s000001477,Larry Davis,
s000001478,Lyndon Davis,
s000001479,Mac Davis,
s000001480,Miles Davis,
s000001481,Nancy Davis,1956
s000001482,Ossie Davis,1917
s000001483,Phyllis Davis,
s000001484,Roger Davis,
s000001485,Sammy Davis~jr.,1925
s000001486,Sonny Carl Davis,
s000001487,Bruce Davison,1948
s000001488,Marjorie Daw,
s000001489,Marpessa Dawn,
s000001490,Anthony Dawson,1916
s000001491,Clayton Day,
s000001492,Dennis Day,
s000001493,Doris Day,1924
s000001494,Frances Day,1908
s000001495,Josette Day,1914
s000001496,Laraine Day,1917
s000001497,Lawrence Day,
s000001498,Marceline Day,
s000001499,Daniel DayLewis,1957
s000001500,Brian Deacon,
s000001501,Richard Deacon,1923
s000001502,Isabel Dean,1918
s000001503,Jimmy Dean,1931
s000001504,Laura Dean,
s000001505,Darcia Deane,
s000001506,Maria DeAragon,
s000001507,Brenda deBanzie,1915
s000001508,Kristine DeBell,
s000001509,John DeBello,
s000001510,Yvonne deBray,1889
s000001511,Nigel deBrulier,1878
s000001512,Rosemary de Camp,1913
s000001513,Yvonne deCarlo,1922
s000001514,Jeanne DeCasalis,1896
s000001515,Pedro DeCordoba,1881
s000001516,Arturo deCordova,1908
s000001517,Ted DeCorsia,1904
s000001518,Frances Dee,1908
s000001519,Ruby Dee,1923
s000001520,Sandra Dee,1942
s000001521,Ermelinda deFelice,
s000001522,Eduardo DeFilippo,1900
s000001523,Luca DeFilippo,
s000001524,Peppino DeFillippo,
s000001525,Willem Defoe,
